Asset_ID,Asset_Type,Installation_Year,Last_Maintenance_Date,Total_Maintenance_Cost,Condition_Score,Failure_Impact_Score,Failure_History_Count,Operating_Hours,Environmental_Stress_Index,System_Importance_Score,Failure_Probability,Priority_Score,Budget_Constraint_Flag,Scheduled_Disposal_Year,RUL
A0681,Recloser,1980,2024-11-12,47349.6,2.64,61,7,30592,0.86,0.04,0.27,75.01,1,2026,3.38
A0682,Recloser,1999,2021-11-23,44681.63,2.41,78,8,41643,0.36,0.91,0.17,84.3,1,2032,2.0
A0683,Circuit Breaker,2007,2020-07-12,21262.68,8.45,51,3,63665,0.25,0.35,0.69,47.01,1,2026,6.82
A0684,Circuit Breaker,1991,2021-10-05,39128.09,1.38,90,2,21823,0.44,0.41,0.64,38.98,1,2027,2.79
A0685,Cable,2007,2020-06-24,24078.62,4.77,48,7,6972,0.42,0.02,0.68,39.27,0,2028,8.22
A0686,Transformer,1994,2020-02-14,25128.22,2.51,21,4,16882,0.22,0.27,0.38,61.6,0,2033,4.6
A0687,Recloser,1985,2019-07-26,10631.67,8.91,54,1,67394,0.71,0.8,0.27,12.42,1,2034,6.98
A0688,Transformer,1999,2022-03-25,29760.95,6.01,56,9,72055,0.56,0.62,0.75,57.95,0,2025,3.14
A0689,Transformer,1993,2024-02-02,9713.73,3.08,94,8,24769,0.75,0.75,0.77,66.51,0,2032,4.47
A0690,Cable,1981,2019-08-13,16912.45,5.52,59,2,26020,0.42,0.45,0.46,43.89,0,2029,7.18
A0691,Recloser,1988,2023-11-28,42823.99,7.58,72,1,43748,0.39,0.31,0.61,95.32,1,2031,7.8
A0692,Recloser,1999,2019-10-10,10750.25,9.62,51,0,86374,0.53,0.48,0.38,60.82,0,2032,5.9
A0693,Switchgear,2005,2022-08-03,4022.34,2.98,20,7,45912,0.89,0.32,0.7,22.0,0,2029,2.24
A0694,Transformer,2008,2023-11-15,3915.88,8.98,96,2,13879,0.14,0.84,0.83,47.92,0,2032,12.42
A0695,Transformer,1980,2019-08-20,47068.83,9.41,86,6,34798,0.82,0.3,0.68,67.54,1,2034,10.83
A0696,Circuit Breaker,2014,2023-09-15,25592.56,9.25,59,0,90826,0.43,0.66,0.51,32.36,0,2035,5.02
A0697,Switchgear,1985,2023-10-05,20765.9,6.72,71,0,47073,0.87,0.14,0.46,7.96,0,2032,6.47
A0698,Circuit Breaker,1984,2024-06-25,40638.49,6.67,9,8,76791,0.82,0.69,0.64,58.34,1,2033,3.43
A0699,Circuit Breaker,2012,2021-08-19,41873.38,4.63,1,7,67983,0.41,0.91,0.68,94.79,0,2026,1.94
A0700,Circuit Breaker,1993,2023-03-15,16943.46,7.77,29,2,44005,0.72,0.61,0.56,48.51,1,2027,8.0
A0701,Cable,1991,2020-03-07,34834.09,5.78,63,5,95731,0.24,0.56,0.62,90.61,1,2025,0.5
A0702,Cable,1999,2022-06-22,38670.58,7.1,72,2,3850,0.91,0.96,0.1,83.5,1,2028,11.24
A0703,Circuit Breaker,2003,2023-08-01,32905.21,4.86,56,3,29400,0.46,0.63,0.94,14.74,1,2029,6.08
A0704,Switchgear,2013,2022-02-20,8003.96,7.58,68,0,12953,0.51,0.26,0.78,70.82,1,2035,10.89
A0705,Transformer,2004,2024-01-11,43856.21,8.42,35,4,24535,0.74,0.29,0.38,43.55,1,2025,10.7
A0706,Switchgear,2008,2023-04-15,27185.18,2.32,3,0,76536,0.84,0.71,0.56,25.02,0,2032,0.0
A0707,Recloser,2010,2022-02-22,14482.39,8.5,7,0,76039,0.31,0.74,0.06,68.69,1,2026,5.63
A0708,Cable,2002,2024-02-18,21548.8,5.86,27,9,82029,0.7,0.3,0.05,74.27,0,2025,1.96
A0709,Transformer,1999,2023-04-20,2359.77,8.6,1,6,5055,0.45,0.35,0.26,17.99,0,2026,12.87
A0710,Transformer,2002,2020-04-20,6829.41,4.88,91,5,39170,0.43,0.99,0.69,91.44,1,2029,5.12
A0711,Recloser,1995,2020-07-20,38394.56,4.41,80,1,98944,0.72,0.1,0.85,75.11,0,2033,0.0
A0712,Recloser,1987,2023-05-10,500.58,9.24,71,1,29251,0.45,0.4,0.56,93.34,0,2033,11.18
A0713,Circuit Breaker,2000,2021-02-24,21120.01,3.26,44,6,5532,0.41,0.06,0.53,31.71,0,2026,6.61
A0714,Cable,1980,2024-11-05,26364.25,8.6,87,0,5924,0.85,0.82,0.4,93.93,1,2026,12.78
A0715,Cable,1987,2022-04-24,3204.4,5.36,41,1,49037,0.19,0.09,0.17,36.85,0,2027,4.69
A0716,Switchgear,2008,2024-10-21,48667.37,5.63,75,7,79082,0.71,0.67,0.13,5.4,0,2031,1.99
A0717,Circuit Breaker,2011,2020-04-03,11693.2,3.78,42,5,93115,0.32,0.06,0.76,76.3,1,2035,0.0
A0718,Circuit Breaker,1984,2023-10-07,15557.84,6.16,33,1,72621,0.11,0.67,0.92,70.35,0,2027,3.26
A0719,Circuit Breaker,2001,2020-06-25,15545.15,3.93,50,6,78926,0.25,0.84,0.46,59.79,0,2025,0.03
A0720,Circuit Breaker,2013,2024-06-09,11905.62,1.35,63,3,79816,0.65,0.4,0.66,48.99,0,2030,0.0
A0721,Cable,1980,2023-06-23,572.95,3.45,100,1,90654,0.74,0.52,0.91,3.22,1,2027,0.0
A0722,Cable,2005,2020-06-13,36602.57,1.06,37,5,71400,0.12,0.4,0.1,62.46,0,2025,0.0
A0723,Circuit Breaker,1989,2022-04-12,48358.85,9.81,59,8,93385,0.13,0.3,0.77,41.68,0,2028,5.42
A0724,Switchgear,2009,2020-10-07,11602.53,9.69,81,8,94102,0.91,0.8,0.61,56.02,1,2025,5.21
A0725,Transformer,1997,2024-05-19,33320.84,4.56,99,7,11702,0.17,0.27,0.6,42.93,1,2025,7.5
A0726,Transformer,1996,2023-04-03,37223.87,7.56,48,2,16385,0.9,0.72,0.3,96.61,1,2026,10.52
A0727,Switchgear,2005,2020-07-16,42497.06,4.11,5,2,10336,0.31,0.21,0.68,60.41,0,2034,7.12
A0728,Circuit Breaker,1987,2022-08-14,21420.15,7.04,48,1,66421,0.77,0.25,0.79,74.92,1,2032,4.9
A0729,Cable,1991,2022-08-03,15495.08,8.25,96,4,32225,0.38,0.34,0.12,93.63,1,2026,9.73
A0730,Transformer,2006,2020-09-14,16602.11,9.52,3,3,37021,0.87,0.59,0.53,59.16,1,2035,10.73
A0731,Recloser,1987,2020-09-17,35774.76,4.6,47,6,4782,0.73,0.45,0.11,1.21,0,2026,8.24
A0732,Recloser,2004,2024-11-11,40930.58,8.05,62,3,89877,0.46,0.75,0.87,3.43,1,2035,3.72
A0733,Switchgear,1983,2021-10-24,9489.89,3.39,99,8,90630,0.17,0.21,0.51,70.23,1,2035,0.0
A0734,Circuit Breaker,2012,2021-12-18,18861.58,9.91,14,1,50111,0.76,0.01,0.8,27.91,1,2034,9.87
A0735,Transformer,1980,2021-12-09,45146.04,1.23,63,5,90402,0.66,0.78,0.37,57.94,1,2034,0.0
A0736,Circuit Breaker,1998,2022-08-14,40431.33,6.43,61,6,85585,0.1,0.82,0.13,20.23,1,2032,2.27
A0737,Transformer,2010,2024-08-27,49250.49,6.94,31,3,43719,0.11,0.06,0.05,27.02,0,2030,7.06
A0738,Switchgear,1995,2021-09-22,37835.29,7.19,95,5,97528,0.83,0.61,0.29,50.46,0,2035,1.96
A0739,Switchgear,1993,2019-09-17,19963.16,2.08,17,6,50037,0.33,0.38,0.25,97.56,1,2028,0.78
A0740,Recloser,1984,2023-09-25,29736.57,9.45,24,3,81103,0.67,0.79,0.56,61.63,1,2027,6.23
A0741,Circuit Breaker,2005,2023-03-07,33220.21,2.63,23,7,4513,0.51,0.87,0.03,93.61,1,2025,5.98
A0742,Recloser,2007,2020-04-05,4383.56,6.6,82,8,14335,0.88,0.85,0.52,95.94,0,2035,9.61
A0743,Circuit Breaker,1981,2021-11-19,27452.6,3.0,50,0,45140,0.93,0.78,0.39,20.81,0,2027,2.34
A0744,Recloser,1985,2023-04-25,35611.38,3.76,78,6,81373,1.0,0.27,0.58,31.12,0,2033,0.0
A0745,Cable,1988,2023-12-25,8782.4,5.92,79,8,78658,0.24,0.81,0.7,77.0,0,2029,2.37
A0746,Cable,2012,2019-07-23,39141.27,4.75,79,9,35840,0.88,0.53,0.63,86.68,1,2030,5.3
A0747,Cable,2004,2021-04-25,29396.75,2.44,70,4,32007,0.34,0.05,0.97,51.92,1,2029,3.0
A0748,Cable,1992,2023-05-12,47634.98,2.54,27,1,57947,0.63,0.46,0.15,99.32,1,2025,0.52
A0749,Transformer,1988,2020-05-04,2599.9,4.76,15,9,94220,0.56,0.94,0.43,1.16,1,2034,0.0
A0750,Cable,1992,2023-04-02,13633.64,7.82,50,5,27393,0.12,0.89,0.43,29.96,0,2025,9.72
A0751,Switchgear,2010,2020-03-11,30276.92,9.08,36,6,58480,0.94,0.1,0.42,62.32,1,2028,8.07
A0752,Switchgear,1990,2024-04-04,15179.72,1.76,8,1,89290,0.17,0.74,0.66,46.93,0,2027,0.0
A0753,Transformer,1983,2019-11-05,35864.0,4.54,79,1,87335,0.72,0.81,0.49,11.66,0,2035,0.0
A0754,Cable,2013,2023-05-22,38070.76,1.9,3,9,10107,0.81,0.27,0.52,36.78,1,2032,4.57
A0755,Cable,1983,2022-04-18,5574.54,1.15,62,9,6993,0.82,0.47,0.43,2.54,0,2031,4.01
A0756,Cable,1998,2024-11-01,25935.8,6.96,47,0,97341,0.22,0.71,0.98,64.27,0,2035,1.71
A0757,Recloser,1985,2023-11-08,25690.08,6.42,77,3,94650,0.5,0.44,0.92,89.27,1,2031,1.35
A0758,Circuit Breaker,2013,2024-03-01,18779.4,2.47,98,6,53066,0.85,0.11,0.31,88.49,0,2032,0.93
A0759,Recloser,1997,2023-06-20,46679.78,3.1,88,8,43942,0.37,0.71,0.12,69.95,0,2034,2.57
A0760,Circuit Breaker,1992,2021-09-12,41461.56,1.21,96,2,17138,0.52,0.91,0.83,46.58,1,2031,3.06
A0761,Cable,2002,2023-11-16,35011.86,8.51,61,6,45527,0.35,0.65,0.99,51.2,0,2034,8.7
A0762,Cable,1998,2021-12-07,35859.17,9.77,32,6,10190,0.52,0.77,0.3,13.69,0,2026,13.71
A0763,Recloser,1990,2019-09-19,23354.95,2.22,94,6,93259,0.9,0.36,0.36,34.1,1,2028,0.0
A0764,Recloser,1980,2022-07-03,46089.23,3.08,13,1,79422,0.51,0.18,0.93,18.77,0,2035,0.0
A0765,Circuit Breaker,2003,2024-05-03,34882.47,8.82,1,5,56698,0.6,0.64,0.71,82.12,1,2030,7.94
A0766,Switchgear,1986,2020-04-29,36584.56,9.34,34,1,83315,0.46,0.33,0.3,91.48,0,2027,5.88
A0767,Circuit Breaker,2004,2023-11-23,43153.7,4.78,62,5,94710,0.51,0.86,0.58,53.69,0,2027,0.0
A0768,Recloser,2000,2022-11-20,14066.54,1.46,79,9,30086,0.11,0.12,0.94,72.78,1,2030,2.06
A0769,Recloser,1994,2024-05-04,40450.01,1.35,78,2,18322,0.36,0.43,0.81,12.15,1,2025,3.11
A0770,Transformer,1980,2024-09-15,10164.41,6.17,93,1,84569,0.49,0.4,0.74,60.85,0,2025,2.07
A0771,Recloser,1991,2020-02-18,17594.43,4.54,98,5,86610,0.67,0.94,0.73,70.28,1,2029,0.0
A0772,Transformer,1986,2023-03-16,17112.72,1.26,82,1,4435,0.51,0.15,0.18,45.28,0,2025,4.4
A0773,Switchgear,1994,2023-04-09,48937.01,6.25,71,4,54331,0.4,0.01,0.82,24.33,1,2034,5.19
A0774,Circuit Breaker,2000,2022-10-13,42898.59,1.1,93,1,29942,0.45,0.24,0.28,87.74,0,2032,1.65
A0775,Circuit Breaker,1998,2019-08-05,35207.91,8.09,31,2,60635,0.32,0.82,0.92,74.29,0,2026,6.7
A0776,Transformer,2008,2021-01-28,36489.31,3.76,64,2,30059,0.93,0.21,0.37,89.99,0,2030,4.73
A0777,Circuit Breaker,2004,2022-03-08,28322.6,1.36,25,5,58557,0.57,0.24,0.85,81.84,0,2034,0.0
A0778,Recloser,2012,2023-01-23,47380.99,6.3,38,5,53389,0.11,0.13,0.27,99.04,0,2034,5.35
A0779,Cable,2011,2024-10-06,25064.81,4.58,14,9,54014,0.12,0.72,0.51,19.22,1,2029,3.28
A0780,Transformer,2014,2019-12-10,19335.63,9.76,8,2,33826,0.98,0.07,0.11,8.67,1,2034,11.33
A0781,Circuit Breaker,2005,2022-01-18,8570.25,5.9,91,2,31297,0.3,0.33,0.66,33.7,0,2028,7.1
A0782,Transformer,1990,2022-07-06,39417.18,3.48,54,0,44890,0.83,0.28,0.83,12.9,0,2025,2.92
A0783,Transformer,2014,2023-09-13,36854.97,7.38,2,6,22322,0.15,0.56,0.71,52.31,1,2027,9.72
A0784,Cable,1987,2024-09-28,19525.57,3.44,81,7,36739,0.93,0.73,0.52,63.3,1,2028,3.69
A0785,Recloser,1993,2019-08-07,1747.07,9.14,78,1,10719,0.89,0.53,0.05,57.83,1,2026,12.93
A0786,Transformer,1989,2020-01-15,42030.37,4.37,89,3,80553,0.61,0.93,0.92,25.92,1,2026,0.38
A0787,Circuit Breaker,1981,2021-06-04,1065.19,5.95,56,9,9314,0.11,0.95,0.7,90.88,1,2026,9.36
A0788,Switchgear,1988,2019-08-29,35333.14,1.46,94,6,94831,0.33,0.36,0.74,2.12,0,2035,0.0
A0789,Transformer,1982,2021-12-31,48527.73,4.84,93,7,76164,0.47,0.78,0.79,34.8,0,2025,1.37
A0790,Transformer,2000,2021-11-08,22164.24,8.49,84,0,78028,0.51,0.74,0.74,71.9,1,2034,5.42
A0791,Cable,2005,2020-08-08,12131.18,8.25,85,3,37113,0.37,0.89,0.44,76.69,1,2026,9.24
A0792,Recloser,1987,2022-02-25,35391.11,3.02,61,5,16357,0.13,0.45,0.73,41.61,1,2030,5.25
A0793,Switchgear,1981,2024-04-20,40947.84,3.03,22,2,99865,0.63,0.53,0.62,1.69,1,2027,0.0
A0794,Circuit Breaker,1985,2022-10-21,27548.3,8.36,35,4,21365,0.57,0.42,0.85,61.8,1,2034,10.95
A0795,Switchgear,2007,2023-01-24,48368.25,9.37,16,9,40029,0.35,0.85,0.8,6.31,1,2029,10.25
A0796,Circuit Breaker,2008,2020-12-04,3057.6,1.86,50,8,2737,0.13,0.23,0.05,10.79,1,2025,5.26
A0797,Recloser,2005,2019-12-15,25487.38,5.05,43,2,75632,1.0,0.24,0.38,65.03,1,2032,1.66
A0798,Circuit Breaker,2004,2023-04-12,36063.47,4.04,17,4,86474,0.53,0.37,0.04,31.25,1,2028,0.0
A0799,Cable,1991,2023-11-20,43200.7,8.84,80,7,79218,0.78,0.23,0.11,34.8,0,2033,5.71
A0800,Cable,1984,2021-08-19,9373.15,1.75,58,5,28499,0.51,0.56,0.6,48.68,1,2028,2.55
A0801,Cable,2013,2020-12-13,40100.17,2.9,2,3,47157,0.14,0.13,0.87,97.86,1,2026,2.02
A0802,Cable,1994,2019-08-13,27859.0,7.77,4,7,57247,0.38,0.32,0.13,96.54,0,2027,6.67
A0803,Switchgear,2015,2022-12-25,20129.41,1.46,85,2,42034,0.39,0.91,0.45,41.63,0,2029,0.86
A0804,Recloser,1994,2024-01-31,7019.89,5.43,39,2,1294,0.85,0.41,0.9,26.55,0,2034,9.56
A0805,Circuit Breaker,2002,2022-10-16,43332.14,4.98,98,3,99072,0.69,0.75,0.81,30.26,1,2030,0.0
A0806,Circuit Breaker,1985,2023-07-18,8285.02,4.01,94,8,25596,0.35,0.11,0.52,26.88,1,2031,5.47
A0807,Cable,2000,2024-03-10,15834.5,4.55,6,4,99185,0.97,0.25,0.77,53.22,1,2028,0.0
A0808,Cable,2002,2020-07-07,14857.25,5.77,81,7,12434,0.39,0.81,0.52,60.69,1,2031,8.84
A0809,Transformer,1995,2024-11-25,43634.99,2.45,89,5,59382,1.0,0.76,0.16,48.88,0,2034,0.27
A0810,Recloser,1994,2019-08-08,33798.8,6.15,69,2,39098,1.0,0.39,0.13,40.8,1,2027,6.6
A0811,Switchgear,2004,2023-07-14,39935.73,8.25,69,7,5655,0.27,0.95,0.19,21.13,1,2031,12.4
A0812,Circuit Breaker,2015,2023-08-15,12898.16,7.84,20,8,84029,0.38,0.91,0.35,48.25,0,2028,4.06
A0813,Transformer,1990,2021-04-22,31431.27,2.39,64,7,47228,0.54,0.96,0.92,34.11,1,2032,1.42
A0814,Transformer,1994,2024-06-22,28801.43,2.34,16,3,4771,0.7,0.43,0.79,54.16,1,2033,5.62
A0815,Circuit Breaker,1983,2023-08-06,41725.1,3.41,51,5,75099,0.58,0.2,0.43,67.52,1,2031,0.0
A0816,Switchgear,2000,2020-06-26,45351.31,4.25,37,0,57799,0.97,0.63,0.49,63.33,1,2032,2.52
A0817,Transformer,1992,2021-12-03,1101.76,4.68,73,3,63257,0.75,0.68,0.27,46.25,0,2032,2.47
A0818,Transformer,2001,2023-05-16,33863.99,7.12,69,7,18558,0.29,0.13,0.7,55.61,0,2026,9.79
A0819,Recloser,1998,2022-06-12,3065.87,1.51,42,0,59436,0.19,0.79,0.8,28.49,0,2033,0.0
A0820,Switchgear,2013,2023-05-24,27668.5,1.31,57,2,93103,0.72,0.02,0.24,2.42,0,2030,0.0
A0821,Transformer,1993,2019-08-17,14737.82,4.53,66,0,33376,0.24,0.48,0.05,62.5,1,2035,5.3
A0822,Switchgear,1983,2019-07-15,15685.44,7.27,9,8,88458,0.81,0.33,0.62,25.26,1,2028,2.96
A0823,Circuit Breaker,2006,2024-04-09,17971.45,2.74,100,1,78924,0.38,0.74,0.56,66.9,1,2029,0.0
A0824,Cable,2008,2021-11-01,31253.98,6.77,86,8,30332,0.39,0.31,0.4,74.7,0,2034,8.2
A0825,Transformer,2007,2021-07-18,17035.47,3.34,64,3,47737,0.11,0.83,0.64,91.59,0,2029,2.47
A0826,Recloser,2014,2023-05-29,36768.6,8.97,86,1,90031,0.73,0.59,0.55,95.81,0,2031,4.78
A0827,Circuit Breaker,1987,2022-08-28,20524.11,9.06,22,3,74970,0.2,0.79,0.26,1.05,1,2033,6.39
A0828,Switchgear,1995,2023-08-23,3883.48,3.68,34,9,52952,0.8,0.99,0.4,99.04,1,2031,2.34
A0829,Circuit Breaker,2015,2020-11-16,39296.11,3.07,55,5,21991,0.54,0.68,0.43,68.3,0,2033,4.74
A0830,Transformer,2009,2021-05-21,14645.04,4.7,29,6,28472,0.81,0.98,0.87,64.35,0,2028,5.98
A0831,Switchgear,1997,2023-11-13,21921.96,3.16,38,2,60946,0.63,0.03,0.95,1.52,1,2034,0.94
A0832,Cable,1981,2022-10-20,34429.47,7.05,97,2,27849,0.17,0.34,0.89,86.12,1,2034,8.78
A0833,Circuit Breaker,1992,2022-08-08,16956.58,8.43,18,9,2541,0.79,0.11,0.71,14.55,1,2028,12.92
A0834,Transformer,1983,2023-11-12,3300.99,7.06,71,7,3765,0.16,0.26,0.58,83.73,0,2030,11.2
A0835,Recloser,2005,2022-07-10,19009.09,8.42,65,4,44074,0.53,0.84,0.69,1.56,0,2032,8.74
A0836,Switchgear,2004,2024-03-19,47250.2,4.57,97,3,30283,0.26,0.03,0.93,64.6,0,2033,5.65
A0837,Circuit Breaker,2009,2024-02-24,32265.85,2.41,1,6,1769,0.78,0.52,0.25,43.48,0,2025,6.0
A0838,Circuit Breaker,1990,2020-05-28,33738.22,7.64,88,6,18806,0.92,0.57,0.53,20.08,1,2025,10.37
A0839,Cable,1986,2019-09-22,31797.97,4.24,4,8,91518,0.6,0.56,0.69,10.76,1,2032,0.0
A0840,Cable,2010,2024-10-24,10350.11,7.04,4,8,3972,0.57,0.48,0.68,44.01,1,2035,11.16
A0841,Recloser,1989,2023-08-05,21207.53,3.44,82,4,19256,0.79,0.79,0.26,12.33,0,2031,5.44
A0842,Recloser,1992,2022-05-19,37671.52,1.73,27,7,19653,0.1,0.13,0.58,48.64,1,2033,3.42
A0843,Transformer,2010,2024-04-27,5517.96,9.93,43,9,87669,0.93,0.31,0.79,62.52,1,2035,6.13
A0844,Transformer,1986,2021-10-07,14253.71,2.41,59,0,40339,0.28,0.62,0.48,82.74,1,2027,2.13
A0845,Recloser,2015,2022-02-22,14177.8,9.9,32,8,26757,0.99,0.69,0.79,67.86,1,2034,12.2
A0846,Recloser,1999,2022-02-13,21884.94,9.8,33,7,43399,0.76,0.4,0.36,6.52,1,2029,10.42
A0847,Switchgear,1983,2020-09-11,49028.25,8.14,28,5,45013,0.8,0.88,0.93,30.74,0,2027,8.32
A0848,Cable,1986,2023-03-31,3841.38,6.93,55,2,98605,0.69,0.42,0.53,28.8,1,2029,1.55
A0849,Transformer,1980,2022-05-20,26175.7,6.2,100,2,15706,0.52,0.4,0.59,91.5,1,2034,9.01
A0850,Cable,1992,2019-09-05,9378.55,8.79,60,7,39231,0.61,0.04,0.04,86.78,0,2025,9.66
A0851,Cable,2001,2023-01-15,48548.49,3.6,70,4,28909,0.14,0.55,0.18,37.01,0,2035,4.66
A0852,Recloser,2000,2020-06-04,6108.52,5.21,62,9,77631,0.66,0.71,0.63,7.12,1,2028,1.65
A0853,Switchgear,2001,2023-03-31,20478.25,6.57,80,6,58572,0.66,0.11,0.42,89.41,1,2030,5.14
A0854,Circuit Breaker,2007,2024-03-18,37025.31,4.7,34,4,86879,0.9,0.31,0.51,88.82,1,2026,0.13
A0855,Switchgear,1988,2022-03-19,35375.44,4.85,87,7,64767,0.56,0.78,0.07,85.47,1,2031,2.52
A0856,Switchgear,2005,2022-04-12,21425.07,3.97,88,9,27469,0.17,0.37,0.83,84.51,0,2032,5.24
A0857,Cable,1988,2023-12-03,17652.95,6.08,56,9,2313,0.38,0.24,0.78,48.03,1,2025,10.21
A0858,Switchgear,1994,2020-01-17,20181.81,8.66,13,3,8847,0.69,0.67,0.19,17.74,0,2028,12.56
A0859,Transformer,1989,2019-12-19,13581.68,2.81,56,1,51222,0.32,0.2,0.63,47.75,1,2035,1.51
A0860,Cable,2003,2023-06-08,10663.98,9.41,18,2,75702,0.35,0.9,0.81,49.46,1,2028,6.72
A0861,Transformer,1987,2023-02-23,24410.47,7.2,54,7,10930,0.84,0.11,0.64,48.99,1,2029,10.65
A0862,Circuit Breaker,2003,2020-09-07,13792.42,8.41,77,6,4285,0.63,0.71,0.31,53.88,0,2028,12.72
A0863,Cable,1995,2019-08-21,14729.35,6.01,43,1,36863,0.56,0.5,0.65,25.77,1,2033,6.67
A0864,Circuit Breaker,2005,2022-09-11,33009.43,8.02,39,5,17704,0.39,0.87,0.22,36.62,1,2031,10.92
A0865,Cable,2006,2019-09-10,48442.6,1.15,61,8,19705,0.76,0.13,0.32,43.42,0,2026,2.74
A0866,Recloser,1983,2022-01-28,30380.04,8.37,42,3,1555,0.36,0.68,0.25,13.11,1,2025,12.95
A0867,Switchgear,2003,2021-10-07,4310.48,1.36,81,8,22323,0.76,0.57,0.56,45.54,0,2033,2.72
A0868,Recloser,1998,2023-05-08,4241.39,9.01,79,1,71968,0.16,0.48,0.12,81.05,1,2025,6.63
A0869,Circuit Breaker,2015,2021-10-27,47595.45,9.93,18,1,67922,0.88,0.49,0.92,82.81,0,2030,8.11
A0870,Switchgear,1989,2019-09-10,15215.89,3.65,23,8,54915,0.55,0.72,0.34,41.16,0,2026,2.11
A0871,Cable,2004,2022-02-24,5057.32,2.89,54,6,11619,0.49,0.94,0.22,51.88,0,2028,5.57
A0872,Switchgear,1997,2020-08-29,30152.71,7.89,30,6,73390,0.65,0.09,0.5,3.37,1,2030,5.19
A0873,Transformer,1998,2023-02-02,31370.61,3.28,98,0,60274,0.66,0.02,0.28,67.44,0,2029,1.15
A0874,Switchgear,2015,2024-03-09,32600.99,8.79,58,5,74173,0.22,0.81,0.53,40.46,0,2035,6.16
A0875,Transformer,1989,2021-09-04,13736.4,1.93,68,6,22225,0.78,0.11,0.35,44.55,1,2030,3.39
A0876,Switchgear,2012,2021-05-29,1247.98,2.13,67,5,27739,0.35,0.99,0.14,87.37,0,2027,3.07
A0877,Transformer,1984,2022-05-24,48268.26,9.81,71,5,48708,0.91,0.62,0.27,46.18,1,2029,9.9
A0878,Circuit Breaker,2014,2021-11-03,12919.21,7.06,18,1,54019,0.84,0.65,0.44,2.12,1,2026,6.17
A0879,Recloser,2013,2020-09-25,33963.3,8.62,7,5,77154,0.41,0.2,0.04,22.75,0,2031,5.66
A0880,Cable,2012,2020-02-09,35478.18,3.92,40,3,8373,0.83,0.24,0.77,47.56,0,2027,7.09
A0881,Switchgear,2000,2020-07-22,30695.37,7.09,70,8,36281,0.42,0.66,0.62,42.44,1,2025,7.98
A0882,Recloser,1996,2024-03-31,15988.92,6.35,86,0,21187,0.19,0.91,0.6,86.04,0,2032,8.63
A0883,Cable,2001,2020-05-14,13919.26,6.43,65,7,68863,0.97,0.98,0.55,54.21,0,2032,3.95
A0884,Cable,1994,2019-12-11,30084.58,7.14,68,4,98927,0.69,0.2,0.59,68.96,0,2027,1.76
A0885,Transformer,2014,2019-10-30,43371.73,6.18,49,0,85085,0.51,0.13,0.93,46.93,0,2031,2.03
A0886,Circuit Breaker,2007,2020-08-25,47363.32,4.86,52,3,40220,0.46,0.06,0.02,43.97,1,2033,4.99
A0887,Circuit Breaker,1986,2024-07-25,5742.34,3.48,29,0,8642,0.39,0.87,0.06,44.63,1,2032,6.55
A0888,Recloser,2011,2023-12-16,8164.02,7.92,21,5,80971,0.98,0.29,0.2,41.09,0,2027,4.46
A0889,Circuit Breaker,1990,2024-05-21,47264.44,3.04,90,1,56556,0.22,0.0,0.17,53.86,1,2026,1.24
A0890,Switchgear,1989,2019-12-13,36958.49,7.23,78,4,34760,0.38,0.22,0.19,25.04,0,2034,8.3
A0891,Circuit Breaker,1988,2019-08-12,44208.19,3.1,9,6,39192,0.54,0.34,0.67,89.11,0,2031,3.05
A0892,Recloser,1993,2022-05-18,10530.32,6.63,47,1,5381,0.53,0.99,0.46,33.31,0,2031,10.54
A0893,Circuit Breaker,1992,2020-04-18,29585.5,7.72,76,5,97583,0.52,0.52,0.98,14.75,0,2033,2.57
A0894,Switchgear,2004,2021-01-27,35206.41,2.97,42,5,20558,0.26,0.2,0.23,9.66,1,2029,4.77
A0895,Transformer,1981,2022-02-15,34165.54,1.54,51,4,31782,0.23,0.33,0.31,1.34,0,2028,1.98
A0896,Recloser,2014,2023-02-27,20703.51,2.18,56,4,5782,0.33,0.33,0.97,42.29,1,2032,5.33
A0897,Transformer,1986,2024-04-20,1262.05,6.45,51,2,92417,0.92,0.02,0.83,18.76,0,2028,1.61
A0898,Transformer,2000,2023-01-02,29354.84,8.65,70,9,55712,0.2,0.14,0.47,2.16,1,2028,7.85
A0899,Transformer,1997,2020-10-25,13028.53,1.4,20,9,95945,0.78,0.7,0.55,52.0,1,2026,0.0
A0900,Cable,1982,2020-10-24,22787.59,7.61,88,1,20462,0.78,0.12,0.84,68.0,1,2025,10.17
A0901,Cable,1990,2024-03-13,47900.26,4.07,27,6,61030,0.83,0.23,0.48,8.58,1,2028,1.99
A0902,Transformer,2003,2021-02-06,20252.25,5.31,38,0,69519,0.9,0.35,0.21,46.09,0,2031,2.58
A0903,Recloser,1998,2020-10-15,42070.18,9.36,72,5,57411,0.34,0.76,0.82,74.36,1,2033,8.5
A0904,Switchgear,1983,2020-12-06,9832.76,3.99,65,5,56206,0.3,0.58,0.54,98.58,0,2033,2.38
A0905,Switchgear,2005,2023-02-26,33786.79,5.19,54,2,98469,0.52,0.69,0.16,66.72,1,2034,0.0
A0906,Circuit Breaker,2011,2024-05-06,48861.84,1.12,24,1,47950,0.34,0.57,0.51,24.48,1,2025,0.0
A0907,Recloser,2015,2020-07-21,5543.71,1.73,47,1,3523,0.76,0.68,0.41,71.66,1,2029,5.03
